,id,country,ccode,year,region,protest,protestnumber,protesterviolence,location,participants_category,participants,protesteridentity,arrests,accomodation,beatings,crowddispersal,ignore,killings,no_response,shootings,labor_wage_dispute,land_farm_issue,no_demands,police_brutality,political_behavior_process,price increases_tax_policy,removal_of_politician,social_restrictions,start_date,end_date
6761,3552018001,Bulgaria,355,2018,Europe,1,1,0.0,Sofia,50-99,50,police officers,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2018-01-11,2018-01-11
6762,3552018002,Bulgaria,355,2018,Europe,1,2,0.0,Sofia,2000-4999,thousands,environmentalists,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,2018-01-11,2018-01-11
6763,3552018003,Bulgaria,355,2018,Europe,1,3,0.0,national,5000-10000,thousands,protesters,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,2018-11-11,2018-11-11
6764,3552018004,Bulgaria,355,2018,Europe,1,4,0.0,Sofia,2000-4999,2000,coal miners,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,2018-11-29,2018-11-29
6765,3552019001,Bulgaria,355,2019,Europe,1,1,0.0,Sofia,50-99,50,lgbt activists,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,2019-06-29,2019-06-29
6766,3552019002,Bulgaria,355,2019,Europe,1,2,0.0,Sofia,2000-4999,thousands,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2019-11-15,2019-11-15
6767,3552020001,Bulgaria,355,2020,Europe,1,1,0.0,Sofia,50-99,50,residents,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2020-01-25,2020-01-25
6768,3591991001,Moldova,359,1991,Europe,1,1,1.0,Kishinev,100-999,>100,"nationalists, police",0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1991-03-17,1991-03-17
6769,3591991002,Moldova,359,1991,Europe,1,2,0.0,Kishinev,>10000,60000,ethnic romanians,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1991-08-20,1991-08-20
6770,3591991003,Moldova,359,1991,Europe,1,3,0.0,Kishinev,>10000,400000,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1991-08-21,1991-08-21
6771,3591991004,Moldova,359,1991,Europe,1,4,0.0,Tiraspol,2000-4999,2000,minority russian speakers,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1991-08-26,1991-08-26
6772,3591991005,Moldova,359,1991,Europe,1,5,1.0,Kishinev,100-999,100s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1991-08-26,1991-08-26
6773,3591991006,Moldova,359,1991,Europe,1,6,0.0,Tiraspol,2000-4999,2000,minority russian speakers,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1991-08-27,1991-08-27
6774,3591991007,Moldova,359,1991,Europe,1,7,0.0,Tiraspol,100-999,100s,"russian women, ukranian women",0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,1991-09-01,1991-10-01
6775,3591992001,Moldova,359,1992,Europe,1,1,0.0,Chisinau,1000-1999,1000,nationalists,0,1,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1992-03-17,1992-03-17
6776,3591993001,Moldova,359,1993,Europe,1,1,0.0,Chisinau,2000-4999,>3000,communists,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1993-11-07,1993-11-07
6777,3591993002,Moldova,359,1993,Europe,1,2,0.0,Chisinau,>10000,15000,demonstrators,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1993-12-10,1993-12-10
6778,3591994001,Moldova,359,1994,Europe,1,1,0.0,Chisinau,2000-4999,2000,moldovans,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,1994-07-24,1994-07-24
6779,3591995001,Moldova,359,1995,Europe,1,1,0.0,Chisinau,50-99,>50,high school & university students,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1995-03-20,1995-03-20
6780,3591995002,Moldova,359,1995,Europe,1,2,0.0,Chisinau,50-99,>50,high school & university students,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1995-03-21,1995-03-21
6781,3591995003,Moldova,359,1995,Europe,1,3,0.0,Chisinau,5000-10000,>5000,high school & university students,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1995-03-22,1995-03-22
6782,3591995004,Moldova,359,1995,Europe,1,4,0.0,Chisinau,50-99,>50,students,0,1,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1995-03-25,1995-04-15
6783,3591995005,Moldova,359,1995,Europe,1,5,0.0,Chisinau,2000-4999,4000,"students, professors",0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1995-04-06,1995-04-06
6784,3591995006,Moldova,359,1995,Europe,1,6,0.0,Chisinau,5000-10000,8000,"students, teachers",0,0,0,1,0,0,1,0,1,0,2,0,0,0,1,0,1995-10-18,1995-10-18
6785,3591995007,Moldova,359,1995,Europe,1,7,0.0,Chisinau,2000-4999,1000s,"students, teachers",0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1995-10-19,1995-10-19
6786,3591995008,Moldova,359,1995,Europe,1,8,0.0,Chisinau,5000-10000,<10000,"students, teachers, factory workers, pensioners",0,1,0,0,0,0,1,0,1,0,2,0,0,0,1,0,1995-10-20,1995-10-20
6787,3591995009,Moldova,359,1995,Europe,1,9,0.0,Chisinau,2000-4999,1000s,students,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1995-10-27,1995-10-27
6788,3591995010,Moldova,359,1995,Europe,1,10,0.0,Chisinau,2000-4999,3000,"students, teachers, pensioners, protesters",0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1995-10-31,1995-10-31
6790,3591997001,Moldova,359,1997,Europe,1,1,0.0,Chisinau,2000-4999,2000,workers,0,0,0,0,1,0,1,0,1,0,2,0,0,1,0,0,1997-07-03,1997-07-03
6791,3591998001,Moldova,359,1998,Europe,1,1,0.0,Chisinau,50-99,>50,"employees of libraries, theaters and the kishinev philharmonic",0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1998-11-11,1998-11-11
6792,3591998002,Moldova,359,1998,Europe,1,2,0.0,Chisinau,5000-10000,5000,public transport workers & drivers,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1998-11-18,1998-11-18
6793,3591998003,Moldova,359,1998,Europe,1,3,1.0,nationwide,>10000,>10000,"the general federation of unions, workers, students",0,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,1998-12-04,1998-12-04
6794,3591999001,Moldova,359,1999,Europe,1,1,1.0,Chisinau,2000-4999,>3000,"demonstrators, unions",0,1,0,1,1,0,1,0,1,0,3,0,0,0,0,0,1999-01-18,1999-01-22
6795,3591999002,Moldova,359,1999,Europe,1,2,1.0,Chisinau,2000-4999,>3000,"factory and health workers, farmers, teachers and others",0,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,1999-06-23,1999-06-23
6796,3592000001,Moldova,359,2000,Europe,1,1,0.0,Chisinau,>10000,15000,"teachers, doctors, students",0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,2000-03-20,2000-03-20
6797,3592000002,Moldova,359,2000,Europe,1,2,1.0,Chisinau,5000-10000,10000,university students,1,1,0,1,0,0,1,0,0,0,3,0,0,1,0,0,2000-04-17,2000-04-17
6798,3592000003,Moldova,359,2000,Europe,1,3,1.0,Chisinau,>10000,20000,"university students, professors, parents",1,1,1,1,0,0,1,0,0,0,2,1,0,1,0,0,2000-04-18,2000-04-18
6799,3592000004,Moldova,359,2000,Europe,1,4,1.0,Chisinau,5000-10000,10000,"university students, student union",1,1,1,1,0,0,1,0,0,0,3,0,0,1,0,0,2000-04-19,2000-04-19
6800,3592000005,Moldova,359,2000,Europe,1,5,0.0,Chisinau,2000-4999,3000,"university students, student union",0,1,0,1,0,0,1,0,0,0,3,0,0,1,0,0,2000-04-20,2000-04-20
6801,3592000006,Moldova,359,2000,Europe,1,6,0.0,Chisinau,2000-4999,4000,farmers,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,2000-10-21,2000-10-21
6802,3592000007,Moldova,359,2000,Europe,1,7,0.0,Chisinau,2000-4999,2500,pensioners,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,2000-11-01,2000-11-01
6803,3592000008,Moldova,359,2000,Europe,1,8,0.0,Chisinau,50-99,>56,"war veterans, police officers",0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2000-12-07,2000-12-07
6804,3592001001,Moldova,359,2001,Europe,1,1,0.0,Chisinau,100-999,100,teachers,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2001-06-25,2001-06-25
6805,3592002001,Moldova,359,2002,Europe,1,1,0.0,Chisinau,>10000,80000,"moldovans, youth, pro romanian parliamentary opposition, popular christian democratic party",0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,2002-01-09,2002-04-29
6806,3592002002,Moldova,359,2002,Europe,1,2,0.0,Chisinau,>10000,15000,right wing moldovans,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2002-02-13,2002-02-13
6807,3592002003,Moldova,359,2002,Europe,1,3,0.0,Chisinau,>10000,20000,school age youths and students,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2002-02-13,2002-02-13
6808,3592002004,Moldova,359,2002,Europe,1,4,0.0,Chisinau,>10000,50000,students,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,1,2002-02-21,2002-02-21
6809,3592002005,Moldova,359,2002,Europe,1,5,0.0,Chisinau,>10000,50000,"high school and university students, opposition christian democratic people s party",0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2002-02-22,2002-02-22
6810,3592002006,Moldova,359,2002,Europe,1,6,0.0,Chisinau,>10000,80000,popular christian democratic party,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,2002-02-24,2002-02-24
6811,3592002007,Moldova,359,2002,Europe,1,7,0.0,Chisinau,5000-10000,7000,moldovans,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2002-02-26,2002-02-26
6812,3592002008,Moldova,359,2002,Europe,1,8,0.0,Chisinau,2000-4999,3000,moldovans,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2002-12-01,2002-12-01
6813,3592003001,Moldova,359,2003,Europe,1,1,0.0,Chisinau,5000-10000,5000,"pro western opposition popular christian democratic party, moldovans",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2003-01-19,2003-01-19
6814,3592003002,Moldova,359,2003,Europe,1,2,0.0,Chisinau,1000-1999,1000,"moldovans, popular christian democratic party",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2003-01-26,2003-01-26
6815,3592003003,Moldova,359,2003,Europe,1,3,0.0,Chisinau,2000-4999,2000,"moldovans, popular christian democratic party",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2003-02-02,2003-02-02
6816,3592003004,Moldova,359,2003,Europe,1,4,0.0,Chisinau,50-99,>50,16 moldovan opposition parties,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2003-02-07,2003-02-07
6817,3592003005,Moldova,359,2003,Europe,1,5,0.0,Chisinau,2000-4999,3000,moldovans,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2003-02-16,2003-02-16
6818,3592003006,Moldova,359,2003,Europe,1,6,0.0,Chisinau,5000-10000,7000,"pro western opposition popular christian democratic party, supporters of eight small center right parties",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2003-02-23,2003-02-23
6819,3592003007,Moldova,359,2003,Europe,1,7,0.0,Chisinau,100-999,200,journalists,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,2003-05-09,2003-05-09
6820,3592003008,Moldova,359,2003,Europe,1,8,0.0,Chisinau,2000-4999,2000,"opposition supporters, pro eu supporters, christian democratic party",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2003-09-28,2003-09-28
6821,3592003009,Moldova,359,2003,Europe,1,9,0.0,Chisinau,5000-10000,5000,"students, opposition parties, moldovans",0,1,1,1,0,0,1,0,0,0,2,0,1,0,1,0,2003-11-25,2003-11-30
6822,3592004001,Moldova,359,2004,Europe,1,1,0.0,Chisinau,100-999,500,demonstrators,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2004-01-25,2004-01-25
6823,3592004002,Moldova,359,2004,Europe,1,2,0.0,Chisinau,100-999,100,journalists,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,2004-07-27,2004-07-27
6824,3592004003,Moldova,359,2004,Europe,1,3,0.0,Chisinau,100-999,100s,"journalists, moldovans",1,0,0,1,1,0,1,0,0,0,3,0,1,0,0,0,2004-08-01,2004-10-25
6825,3592004004,Moldova,359,2004,Europe,1,4,0.0,Chisinau,100-999,100s,"moldovans, journalists",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2004-09-18,2004-09-18
6826,3592004005,Moldova,359,2004,Europe,1,5,0.0,Chisinau,50-99,50,radical leftists,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2004-11-07,2004-11-07
6827,3592004006,Moldova,359,2004,Europe,1,6,0.0,Chisinau,2000-4999,4000,"moldovans, opposition supporters",0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,2004-11-28,2004-11-28
6828,3592004007,Moldova,359,2004,Europe,1,7,0.0,Chisinau,100-999,>100,supporters of the opposition mayor of chisinau,0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,2004-12-04,2004-12-04
6830,3592006001,Moldova,359,2006,Europe,1,1,0.0,Chisinau,50-99,50,moldovans,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2006-06-28,2006-06-28
6832,3592008001,Moldova,359,2008,Europe,1,1,0.0,Chisinau,100-999,100,opposition liberal party,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2008-11-13,2008-11-13
6833,3592009001,Moldova,359,2009,Europe,1,1,0.0,Chisinau,5000-10000,5000,"students, two ngos",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2009-04-06,2009-04-06
6834,3592009002,Moldova,359,2009,Europe,1,2,1.0,Chisinau,>10000,15000,"anti communist demonstrators, young moldovans, hyde park and thinkmoldova youth movements , students",1,1,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2009-04-07,2009-04-07
6835,3592009003,Moldova,359,2009,Europe,1,3,0.0,Chisinau,2000-4999,3000,moldovans,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2009-04-08,2009-04-08
6836,3592009004,Moldova,359,2009,Europe,1,4,0.0,Chisinau,50-99,50,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2009-04-10,2009-04-10
6837,3592009005,Moldova,359,2009,Europe,1,5,0.0,Chisinau,2000-4999,3000,middle aged moldovans,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2009-04-12,2009-04-12
6839,3592011001,Moldova,359,2011,Europe,1,1,0.0,Chisinau,100-999,100s,communist party of moldova pcrm & activists,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,2011-12-11,2011-12-11
6840,3592012001,Moldova,359,2012,Europe,1,1,0.0,Chisinau,50-99,>50,"communists, opposition supporters",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2012-01-22,2012-01-25
6841,3592012002,Moldova,359,2012,Europe,1,2,0.0,Chisinau,2000-4999,1000s,opposition communists & supporters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2012-03-16,2012-03-16
6842,3592013001,Moldova,359,2013,Europe,1,1,0.0,nationwide,50-99,>50,moldovan communist party activists,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2013-09-23,2013-10-17
6843,3592013002,Moldova,359,2013,Europe,1,2,0.0,Chisinau,>10000,15000,"communist party supporters, elderly",0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,2013-11-23,2013-11-23
6845,3592015001,Moldova,359,2015,Europe,1,1,0.0,.,5000-10000,10000,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2015-05-03,2015-05-03
6846,3592015002,Moldova,359,2015,Europe,1,2,0.0,Chisinau,>10000,35000,protesters,1,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,2015-09-06,2015-09-07
6847,3592015003,Moldova,359,2015,Europe,1,3,0.0,Chisinau,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2015-09-07,2015-09-07
6848,3592015004,Moldova,359,2015,Europe,1,4,0.0,Chisinau,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2015-09-08,2015-09-08
6849,3592015005,Moldova,359,2015,Europe,1,5,0.0,Chisinau,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2015-09-09,2015-09-09
6850,3592015006,Moldova,359,2015,Europe,1,6,0.0,Chisinau,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2015-09-10,2015-09-10
6851,3592015007,Moldova,359,2015,Europe,1,7,0.0,Chisinau,100-999,100,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2015-09-11,2015-09-11
6852,3592015008,Moldova,359,2015,Europe,1,8,0.0,Chisinau,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2015-09-11,2015-09-11
6853,3592015009,Moldova,359,2015,Europe,1,9,0.0,Chisinau,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2015-09-12,2015-09-12
6854,3592015010,Moldova,359,2015,Europe,1,10,0.0,Chisinau,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2015-09-13,2015-09-13
6855,3592015011,Moldova,359,2015,Europe,1,11,0.0,Chisinau,>10000,20000,protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2015-09-14,2015-09-14
6856,3592015012,Moldova,359,2015,Europe,1,12,0.0,Chisinau,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,2015-10-01,2015-10-30
6857,3592015013,Moldova,359,2015,Europe,1,13,1.0,Chisinau,5000-10000,10000,protesters,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,2015-10-04,2015-10-04
6858,3592015014,Moldova,359,2015,Europe,1,14,0.0,Chisinau,2000-4999,1000s,protesters,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,2015-10-15,2015-10-15
6859,3592016001,Moldova,359,2016,Europe,1,1,0.0,Chisinau,50-99,50+,civic platform da dignity and justice,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-01-12,2016-04-24
6860,3592016002,Moldova,359,2016,Europe,1,2,0.0,Chisinau,2000-4999,1000s,opponents of plahotniuc,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-01-13,2016-01-13
6861,3592016003,Moldova,359,2016,Europe,1,3,0.0,Chisinau,2000-4999,1000s,supporters of the civic platform dignity and truth and the opposition our party,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-01-14,2016-01-14
6862,3592016004,Moldova,359,2016,Europe,1,4,1.0,Chisinau,2000-4999,1000s,party of socialists; the our party and the centre right da platform dignity and truth,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2016-01-20,2016-01-20
6863,3592016005,Moldova,359,2016,Europe,1,5,0.0,Chisinau,>10000,10000s,our party s leader renato usatii and platform da dignity and truth,0,1,0,0,0,0,1,0,0,0,2,0,1,0,1,0,2016-01-21,2016-01-21
6864,3592016006,Moldova,359,2016,Europe,1,6,0.0,Constitutional Court and Pulika TV Channel building in Chisinau,2000-4999,1000s,"left party of socialists and our party, and the right dignity and truth da civil platform",0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,2016-01-22,2016-01-22
6865,3592016007,Moldova,359,2016,Europe,1,7,0.0,Chisinau,2000-4999,1000s,"party of socialists, the our party and the dignity and truth da civil platform",0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2016-01-23,2016-01-23
6866,3592016008,Moldova,359,2016,Europe,1,8,0.0,Chisinau,>10000,15000,"party of socialists, the our party and the dignity and truth da civil platform",0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,2016-01-24,2016-01-24
6867,3592016009,Moldova,359,2016,Europe,1,9,0.0,Chisinau,50-99,50+,opposition protesters,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,2016-01-29,2016-01-29
6868,3592016010,Moldova,359,2016,Europe,1,10,0.0,Chisinau,50-99,50+,opposition protesters,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,2016-02-04,2016-02-04
6869,3592016011,Moldova,359,2016,Europe,1,11,1.0,Chisinau,2000-4999,1000s,dignity and truth da civil platform,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,2016-04-24,2016-04-24
6870,3592016012,Moldova,359,2016,Europe,1,12,0.0,Chisinau,50-99,50+,opposition protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-05-08,2016-05-08
6871,3592016013,Moldova,359,2016,Europe,1,13,0.0,Chisinau,50-99,50+,independent journalism center,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-05-11,2016-05-11
6872,3592016014,Moldova,359,2016,Europe,1,14,0.0,Chisinau,1000-1999,1000,our party,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-06-16,2016-06-16
6873,3592016015,Moldova,359,2016,Europe,1,15,0.0,Chisinau,50-99,50+,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-09-30,2016-09-30
6874,3592016016,Moldova,359,2016,Europe,1,16,0.0,Chisinau,100-999,100s,supporters of pro european candidate maia sandu,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2016-11-14,2016-11-14
6875,3592017001,Moldova,359,2017,Europe,1,1,0.0,Chi in u,>10000,tens of thousands,workers,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,2017-05-01,2017-05-01
6876,3592017002,Moldova,359,2017,Europe,1,2,0.0,Chi in u,2000-4999,thousands,opposition,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2017-05-14,2017-05-14
6877,3592017003,Moldova,359,2017,Europe,1,3,0.0,Chi in u,2000-4999,thousands,opposition,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2017-07-30,2017-07-30
6878,3592017004,Moldova,359,2017,Europe,1,4,0.0,Chi in u,2000-4999,3000,opposition,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2017-09-17,2017-09-17
6879,3592018001,Moldova,359,2018,Europe,1,1,0.0,Chi in u,>10000,10000,protesters,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2018-03-24,2018-03-24
6880,3592019001,Moldova,359,2019,Europe,1,1,0.0,Chisinau,2000-4999,thousands,protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,2019-06-08,2019-06-08
6882,3601990001,Romania,360,1990,Europe,1,1,0.0,Sibiu,100-999,100s,romanians,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1990-01-03,1990-01-03
6883,3601990002,Romania,360,1990,Europe,1,2,0.0,Bucharest,2000-4999,1000s,"anti communists, national peasants party, christian democratic party",0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1990-01-07,1990-01-07
6884,3601990003,Romania,360,1990,Europe,1,3,0.0,"Bucharest, Braila, Galati, Timisoara",2000-4999,>4000,students,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,1990-01-07,1990-01-07
6885,3601990004,Romania,360,1990,Europe,1,4,0.0,Bucharest,1000-1999,1000,romanian,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1990-01-10,1990-01-10
6886,3601990005,Romania,360,1990,Europe,1,5,0.0,Bucharest,>10000,>10000,protesters,0,1,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1990-01-12,1990-01-12
6887,3601990006,Romania,360,1990,Europe,1,6,0.0,Bucharest,2000-4999,3000,students,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,1990-01-21,1990-01-21
6888,3601990007,Romania,360,1990,Europe,1,7,0.0,Bucharest,2000-4999,2000,bucharest university students,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,1990-01-24,1990-01-24
6889,3601990008,Romania,360,1990,Europe,1,8,0.0,Bucharest,2000-4999,3000,"demonstrators, miners",0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1990-01-24,1990-01-24
6890,3601990009,Romania,360,1990,Europe,1,9,0.0,Bucharest,50-99,>50,students,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1990-01-25,1990-01-25
6891,3601990010,Romania,360,1990,Europe,1,10,0.0,Bucharest,100-999,100s,university students,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1990-01-26,1990-01-26
6892,3601990011,Romania,360,1990,Europe,1,11,0.0,Bucharest,100-999,100s,"students, workers",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1990-01-27,1990-01-27
6893,3601990012,Romania,360,1990,Europe,1,12,1.0,Bucharest,>10000,20000,"peasants party, liberal party, social democratic party",0,1,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1990-01-28,1990-01-28
6894,3601990013,Romania,360,1990,Europe,1,13,0.0,Bucharest,1000-1999,1000,soldiers,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,1990-02-08,1990-02-08
6895,3601990014,Romania,360,1990,Europe,1,14,0.0,Bucharest,100-999,250,soldiers,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,1990-02-09,1990-02-09
6896,3601990015,Romania,360,1990,Europe,1,15,0.0,Bucharest,2000-4999,3000,"miltary officers, students",0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1990-02-12,1990-02-12
6897,3601990016,Romania,360,1990,Europe,1,16,0.0,Transylvania,>10000,50000,ethnic hungarians,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,1990-02-12,1990-02-12
6898,3601990017,Romania,360,1990,Europe,1,17,1.0,Bucharest,5000-10000,>5000,"protesters, youth",1,0,1,1,0,0,1,0,0,0,3,0,0,0,1,0,1990-02-18,1990-02-18
6899,3601990018,Romania,360,1990,Europe,1,18,0.0,Timosoara,2000-4999,1000s,demonstrators,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1990-02-22,1990-02-22
6900,3601990019,Romania,360,1990,Europe,1,19,0.0,Tirgu Mures,>10000,20000,ethnic hungarians,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,1990-03-20,1990-03-20
6901,3601990020,Romania,360,1990,Europe,1,20,0.0,Tirgu Mures,1000-1999,1000,ethnic hungarians,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1990-03-21,1990-03-21
6902,3601990021,Romania,360,1990,Europe,1,21,0.0,Bucharest,2000-4999,3000,fratie independent trade union federation,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,1990-04-01,1990-04-01
6903,3601990022,Romania,360,1990,Europe,1,22,0.0,Bucharest,100-999,100s,anti communists,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1990-04-12,1990-04-12
6904,3601990023,Romania,360,1990,Europe,1,23,0.0,Bucharest,100-999,100s,anti government national salvation front protesters,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1990-04-12,1990-04-12
6905,3601990024,Romania,360,1990,Europe,1,24,1.0,Buchrest,>10000,>20000,anti government national salvation front protesters,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1990-04-22,1990-06-13
